id,name,dynasty,poem_count
2817,黄锦,明,123
2818,吴兆,明,122
2819,唐时升,明,122
2820,柯潜,明,121
2821,胡居仁,明,121
2822,王越,明,120
2823,许炯,明,119
2824,孟洋,明,118
2825,刘宗周,明,118
2826,王天性,明,118
2827,朱应登,明,117
2828,田登,明,117
2829,张宇初,明,116
2830,卢若腾,明,116
2831,唐伯元,明,115
2832,守仁,明,114
2833,高叔嗣,明,113
2834,王云凤,明,113
2835,来复,明,112
2836,释今严,明,112
2837,刘泰,明,111
2838,王履,明,109
2839,许国佐,明,109
2840,叶小鸾,明,108
2841,章懋,明,108
2842,李孔修,明,108
2843,杨继盛,明,107
2844,宋讷,明,106
2845,吴伯宗,明,105
2846,刘琏,明,105
2847,徐石麒,明,105
2848,王跂,明,104
2849,蒋冕,明,104
2850,施闰章,明,104
2851,谢复,明,102
2852,张岳,明,101
2853,袁中道,明,100
2854,翁万达,明,100
2855,毕自严,明,100
2856,谢铎,明,98
2857,傅汝舟,明,97
2858,王弼,明,97
2859,王樵,明,95
2860,陈颢,明,94
2861,曹学佺,明,94
2862,区大枢,明,94
2863,张家珍,明,94
2864,许天锡,明,92
2865,汤珍,明,92
2866,张国维,明,92
2867,屈士煌,明,92
2868,屠侨,明,91
2869,林廷选,明,90
2870,王问,明,89
2871,练子宁,明,89
2872,欧阳建,明,89
2873,林廷玉,明,89
2874,吴鼎芳,明,88
2875,费宏,明,88
2876,曾仕鉴,明,88
2877,朱升,明,87
2878,张时彻,明,85
2879,范汭,明,85
2880,李坚（贞夫,明,84
2881,谢士元,明,83
2882,杨光溥,明,83
2883,许继,明,82
2884,黄哲,明,81
2885,樊阜,明,81
2886,王希文,明,81
2887,陈烓,明,81
2888,莫止,明,79
2889,任环,明,78
2890,王微,明,77
2891,顾允成,明,77
2892,欧主遇,明,77
2893,屠隆,明,76
2894,何南凤,明,76
2895,瞿佑,明,75
2896,李之标,明,75
2897,王鸣雷,明,75
2898,居节,明,74
2899,刘溥,明,74
2900,贺一弘,明,74
2901,贺钦,明,74
2902,宁献王,明,73
2903,傅圭,明,73
2904,陈昂,明,72
2905,蔡清,明,72
2906,王九思,明,72
2907,郭登,明,72
2908,郑鹏,明,72
2909,赵迪,明,70
2910,郑廷鹄,明,70
2911,吕㦂,明,70
2912,葛一龙,明,69
2913,尹耕,明,69
2914,杨循吉,明,69
2915,蒋主孝,明,69
2916,姚广孝,明,69
2917,陈堂,明,69
2918,朱多炡,明,69
2919,王醇,明,68
2920,叶元玉,明,68
2921,陈达,明,68
2922,吴希贤,明,68
2923,韩奕,明,67
2924,左国玑,明,67
2925,韩殷,明,67
2926,杨守阯,明,67
2927,刘绩,明,66
2928,魏观,明,66
2929,陈绍文,明,66
2930,夏完淳,明,65
2931,景翩翩,明,65
2932,魏时敏,明,64
2933,姚绶,明,64
2934,高柄,明,64
2935,陈煇,明,64
2936,皇甫涍,明,63
2937,杭淮,明,63
2938,李德,明,63
2939,李学一,明,63
2940,蒋山卿,明,62
2941,朱之蕃,明,62
2942,施渐,明,62
2943,谢一夔,明,62
2944,吴梦旸,明,61
2945,杨廉,明,60
2946,高拱,明,60
2947,陈政,明,59
2948,林景清,明,59
2949,黄渊,明,59
2950,朱谋㬜,明,59
2951,冯琦,明,58
2952,文嘉,明,58
2953,陶望龄,明,58
2954,殷云霄,明,58
2955,朱纯,明,58
2956,黎彭龄,明,58
2957,黄渊耀,明,58
2958,林环,明,57
2959,陈昌,明,57
2960,林廷㭿,明,57
2961,陈鹤,明,56
2962,朱曰藩,明,56
2963,黄姬水,明,56
2964,徐贯,明,56
2965,商景兰,明,56
2966,陈第,明,55
2967,陆粲,明,55
2968,陈汝言,明,55
2969,叶纨纨,明,55
2970,何维柏,明,55
2971,陈克侯,明,55
2972,黎彭祖,明,55
2973,吴宣,明,55
2974,张掞,明,54
2975,王以悟,明,54
2976,李濂,明,54
2977,蔡汝楠,明,54
2978,朱谏,明,54
2979,宋应星,明,54
2980,陈㷆,明,54
2981,唐璧,明,53
2982,刘祖满,明,53
2983,德清,明,53
2984,陈枨,明,53
2985,胡翰,明,52
2986,熊卓,明,52
2987,孙作,明,52
2988,苏伯衡,明,52
2989,张孟兼,明,52
2990,陈一松,明,52
2991,谢长文,明,51
2992,顾应祥,明,51
2993,林瀚,明,51
2994,卢象升,明,50
2995,李蓘,明,50
2996,马治,明,50
2997,徐勃,明,49
2998,娄坚,明,49
2999,唐胄,明,49
3000,萧光绪,明,49
3001,范嵩,明,49
3002,孙伟,明,49
3003,吴国伦,明,48
3004,黄辉,明,48
3005,陈圭,明,48
3006,萧显,明,48
3007,吴孺子,明,47
3008,何良俊,明,47
3009,屠滽,明,47
3010,浦源,明,47
3011,黎民怀,明,47
3012,陈炜,明,46
3013,俞允文,明,46
3014,区大伦,明,46
3015,释大香,明,46
3016,洪恩,明,46
3017,陈琛,明,46
3018,刘珝,明,46
3019,薛侃,明,45
3020,张元祯,明,45
3021,黄克晦,明,44
3022,岳岱,明,44
3023,黄瑜,明,44
3024,郑关,明,44
3025,朱瞻基,明,44
3026,姚光虞,明,44
3027,佘光裕,明,44
3028,李良柱,明,44
3029,李畅,明,44
3030,苏景熙,明,44
3031,黎延祖,明,44
3032,郭廑,明,44
3033,张凤翔,明,44
3034,石沆,明,43
3035,夏鍭,明,43
3036,葛昕,明,43
3037,王猷,明,43
3038,柳应芳,明,42
3039,沈一贯,明,42
3040,韩邦靖,明,42
3041,甘瑾,明,42
3042,高逊志,明,42
3043,陈良珍,明,42
3044,周光镐,明,42
3045,明秀,明,42
3046,秦旭,明,42
3047,申时行,明,41
3048,田汝?,明,41
3049,文林,明,41
3050,李贞,明,40
3051,徐繗,明,40
3052,陆釴,明,40
3053,陈伯康,明,40
3054,时太初,明,40
3055,徐宏祖,明,40
3056,区益,明,40
3057,薛纲,明,40
3058,盛时泰,明,39
3059,陆容,明,39
3060,周叙,明,39
3061,潘光统,明,39
3062,黎民衷,明,39
3063,张应申,明,39
3064,荪谷,明,39
3065,王钝,明,39
3066,李开先,明,39
3067,金銮,明,38
3068,傅汝楫,明,38
3069,沈愚,明,38
3070,李辕,明,38
3071,释今覞,明,38
3072,潘纬,明,37
3073,张淮,明,37
3074,邢宥,明,37
3075,刘克治,明,37
3076,李士淳,明,37
3077,释今帾,明,37
3078,法杲,明,37
3079,白圻,明,37
3080,郑珞,明,37
3081,商辂,明,37
3082,王鼎,明,36
3083,张夏,明,36
3084,钟惺,明,36
3085,陈桭,明,36
3086,张含,明,36
3087,王韦,明,36
3088,周玄,明,36
3089,黄钥,明,36
3090,李学曾,明,36
3091,李承芳,明,36
3092,戴奎,明,36
3093,苏福,明,35
3094,王慎中,明,35
3095,赵贞吉,明,35
3096,童佩,明,35
3097,丰坊,明,35
3098,王禹声,明,35
3099,林士元,明,35
3100,钱月龄,明,35
3101,李廷仪,明,35
3102,李胜原,明,35
3103,吕渊,明,35
3104,周旋,明,35
3105,魏称,明,35
3106,罗洪先,明,34
3107,徐威,明,34
3108,叶子奇,明,34
3109,郭槃,明,34
3110,张廷臣,明,34
3111,袁登道,明,34
3112,谢宗鍹,明,34
3113,胡安,明,33
3114,陈沂,明,33
3115,詹同,明,33
3116,梁柱臣,明,33
3117,朱士赞,明,33
3118,黎崇宣,明,33
3119,唐锦,明,33
3120,王英,明,32
3121,彭年,明,32
3122,李先芳,明,32
3123,刘大夏,明,32
3124,曾棨,明,32
3125,蜀成王,明,32
3126,唐秩,明,32
3127,林枝桥,明,32
3128,邓时雨,明,32
3129,谢矩,明,32
3130,陈鸿,明,31
3131,钱谦贞,明,31
3132,杭济,明,31
3133,周忱,明,31
3134,陈缉,明,31
3135,梁孜,明,31
3136,陈迁,明,31
3137,叶梦熊,明,31
3138,袁昌祚,明,31
3139,杨瑞云,明,31
3140,罗宾王,明,31
3141,邝思诰,明,31
3142,李觉斯,明,31
3143,释古易,明,31
3144,陈良贵,明,31
3145,王野,明,30
3146,张瑰,明,30
3147,许邦才,明,30
3148,王直,明,30
3149,姚光泮,明,30
3150,严而舒,明,30
3151,谢重华,明,30
3152,何允泓,明,29
3153,王伯稠,明,29
3154,程诰,明,29
3155,张和,明,29
3156,张楷,明,29
3157,张鸣韶,明,29
3158,康麟,明,29
3159,陈子龙,明,28
3160,王一鸣,明,28
3161,盛鸣世,明,28
3162,林章,明,28
3163,金大舆,明,28
3164,陈束,明,28
3165,黎瞻,明,28
3166,李以龙,明,28
3167,梁景先,明,28
3168,祁衍曾,明,28
3169,梁民相,明,28
3170,陈言,明,28
3171,靳贵,明,28
3172,王景,明,27
3173,刘师邵,明,27
3174,邢侗,明,27
3175,赵南星,明,27
3176,吕时臣,明,27
3177,陈完,明,27
3178,吴旦,明,27
3179,黄士俊,明,27
3180,何转书,明,27
3181,释通岸,明,27
3182,释今壁,明,27
3183,俞泰,明,27
3184,黄相,明,27
3185,陈登,明,27
3186,徐孚远,明,27
3187,王蒙,明,26
3188,孙承宗,明,26
3189,程可中,明,26
3190,李进（孟昭,明,26
3191,皇甫濂,明,26
3192,周用,明,26
3193,陈衡,明,26
3194,方国骅,明,26
3195,林廷模,明,26
3196,吴实,明,26
3197,陈继儒,明,25
3198,郑胤骥,明,25
3199,杨子器,明,25
3200,陈应元,明,25
3201,黄志尹,明,25
3202,徐问,明,25
3203,钱肃润,明,25
3204,周文,明,24
3205,呼文如,明,24
3206,徐有贞,明,24
3207,虞淳熙,明,24
3208,张璨,明,24
3209,唐穆,明,24
3210,胡庭兰,明,24
3211,黎邦琰,明,24
3212,霍尚守,明,24
3213,谢五娘,明,24
3214,王㒜,明,24
3215,朱睦㮮,明,24
3216,如兰,明,24
3217,王懋明,明,23
3218,张祥鸢,明,23
3219,平显,明,23
3220,施敬,明,23
3221,杨宛,明,23
3222,薛雍,明,23
3223,李以麟,明,23
3224,王元俸,明,23
3225,余玉馨,明,23
3226,李桢,明,23
3227,罗荣,明,23
3228,陈航,明,23
3229,阙名,明,22
3230,王衡,明,22
3231,张正蒙,明,22
3232,曹嘉,明,22
3233,黄云,明,22
3234,杨一清,明,22
3235,罗颀,明,22
3236,林敏,明,22
3237,赵撝谦,明,22
3238,海瑞,明,22
3239,黎崇勚,明,22
3240,梁亭表,明,22
3241,释今辩,明,22
3242,溥洽,明,22
3243,智舷,明,22
3244,朱硕熏,明,22
3245,秦耀,明,22
3246,陈玺,明,22
3247,陈崇德,明,22
3248,朱用纯,明,22
3249,郑琰,明,21
3250,逯昶,明,21
3251,汤胤绩,明,21
3252,良琦,明,21
3253,岑万,明,21
3254,黄鏊,明,21
3255,冯昌历,明,21
3256,李待问,明,21
3257,黄圣期,明,21
3258,张嗣垣,明,21
3259,何准道,明,21
3260,王琅,明,21
3261,佘五娘,明,21
3262,释道丘,明,21
3263,清濋,明,21
3264,陈钧,明,21
3265,黄㴻,明,21
3266,文洪,明,21
3267,王淮,明,20
3268,朱存理,明,20
3269,沈野,明,20
3270,陆之裘,明,20
3271,金大车,明,20
3272,方太古,明,20
3273,薛亹,明,20
3274,罗奕佐,明,20
3275,黎邦瑊,明,20
3276,释古邈,明,20
3277,释古义,明,20
3278,戴缙,明,20
3279,董少玉,明,20
3280,屠瑶瑟,明,20
3281,朱静庵,明,20
3282,安绍芳,明,20
3283,许景樊,明,20
3284,郑瑛,明,20
3285,陈维裕,明,20
3286,程可则,明,20
3287,丘逢甲,清,2000
3288,曹家达,清,1874
3289,陈维崧,清,1766
3290,郑孝胥,清,1630
3291,汪东,清,1432
3292,戴亨,清,1405
3293,陈曾寿,清,1321
3294,许南英,清,1290
3295,玄烨,清,1059
3296,林朝崧,清,1033
3297,陈宝琛,清,966
3298,黄遵宪,清,909
3299,孙原湘,清,906
3300,樊增祥,清,812
3301,许传霈,清,726
3302,林占梅,清,681
3303,易顺鼎,清,676
3304,缪公恩,清,675
3305,周岸登,清,645
3306,朱祖谋,清,642
3307,龚自珍,清,610
3308,吴湖帆,清,599
3309,金朝觐,清,588
3310,夏孙桐,清,581
3311,黄节,清,574
3312,钱澄之,清,565
3313,董元恺,清,550
3314,陈肇兴,清,550
3315,赵熙,清,539
3316,吴妍因,清,536
3317,胤禛,清,534
3318,李锴,清,524
3319,程颂万,清,518
3320,洪繻,清,507
3321,毛奇龄,清,486
3322,洪亮吉,清,460
3323,费墨娟,清,459
3324,纳兰性德,清,454
3325,吴绮,清,450
3326,张洵佳,清,442
3327,周之琦,清,430
3328,曾习经,清,426
3329,郑用锡,清,404
3330,孙元衡,清,401
3331,李宪噩,清,400
3332,戴梓,清,392
3333,郑文焯,清,388
3334,李慈铭,清,379
3335,顾太清,清,379
3336,杨玉衔,清,371
3337,陆求可,清,368
3338,曾廉,清,363
3339,张晋,清,358
3340,曹尔堪,清,355
3341,奕绘,清,352
3342,祝廷华,清,349
3343,杨圻,清,336
3344,曾广钧,清,333
3345,姚华,清,325
3346,牛焘,清,316
3347,王士禛,清,314
3348,张问陶,清,314
3349,严遂成,清,313
3350,金武祥,清,309
3351,弘历,清,305
3352,张鹏翮,清,304
3353,丁澎,清,303
3354,吴藻,清,300
3355,王季珠,清,297
3356,朱彝尊,清,296
3357,缪荃孙,清,296
3358,郭则沄,清,290
3359,蒋士铨,清,284
3360,周馨桂,清,283
3361,宋琬,清,280
3362,李希圣,清,277
3363,俞明震,清,277
3364,俞樾,清,275
3365,蒋春霖,清,274
3366,方仁渊,清,270
3367,史承谦,清,269
3368,项鸿祚,清,266
3369,沈尹默,清,265
3370,黄燮清,清,263
3371,邹祗谟,清,260
3372,陈匪石,清,260
3373,郑珍,清,259
3374,敦敏,清,259
3375,王士禄,清,259
3376,蒋敦复,清,257
3377,陈洵,清,255
3378,王易,清,255
3379,俞士彪,清,254
3380,柳是,清,253
3381,李寄,清,252
3382,王时翔,清,252
3383,曹贞吉,清,251
3384,彭孙遹,清,249
3385,顾贞观,清,248
3386,朱景英,清,247
3387,董以宁,清,241
3388,林旭,清,232
3389,陈三立,清,225
3390,高燮,清,224
3391,袁克文,清,223
3392,刘永济,清,221
3393,陈式金,清,220
3394,王松,清,219
3395,常纪,清,219
3396,杨芳灿,清,216
3397,多隆阿,清,216
3398,潘飞声,清,211
3399,厉鹗,清,209
3400,宁调元,清,208
3401,李振钧,清,206
3402,况周颐,清,203
3403,吴敬梓,清,201
3404,王策,清,199
3405,龚翔麟,清,198
3406,陈家庆,清,198
3407,高旭,清,194
3408,李符,清,191
3409,董俞,清,189
3410,赵我佩,清,188
3411,朱青长,清,188
3412,熊琏,清,186
3413,徐搢珊,清,186
3414,徐釚,清,183
3415,傅熊湘,清,180
3416,薛时雨,清,179
3417,康有为,清,179
3418,张之洞,清,178
3419,顾贞立,清,178
3420,柳亚子,清,176
3421,严复,清,175
3422,黄毓祺,清,175
3423,叶恭绰,清,174
3424,何振岱,清,171
3425,冯煦,清,171
3426,文廷式,清,170
3427,林则徐,清,170
3428,陈方恪,清,168
3429,何栻,清,167
3430,吕碧城,清,167
3431,纪昀,清,164
3432,陈世祥,清,161
3433,陆震,清,160
3434,黄文仪,清,157
3435,沈曾植,清,156
3436,郑国藩,清,156
3437,冒广生,清,155
3438,袁绶,清,154
3439,释敬安,清,153
3440,朱仕玠,清,153
3441,李良年,清,151
3442,梁启超,清,151
3443,范当世,清,150
3444,王鹏运,清,150
3445,奭良,清,149
3446,夏曾佑,清,146
3447,黄之隽,清,144
3448,梁鼎芬,清,142
3449,王国维,清,142
3450,毛澄,清,140
3451,张景祁,清,140
3452,庄棫,清,138
3453,张湄,清,138
3454,俞陛云,清,138
3455,曾国藩,清,136
3456,李雯,清,136
3457,黄永,清,134
3458,金兆蕃,清,134
3459,谭献,清,133
3460,范咸,清,130
3461,潘榕,清,129
3462,周贻繁,清,127
3463,章钰,清,124
3464,翁同和,清,123
3465,谈印梅,清,118
3466,严绳孙,清,117
3467,陈步墀,清,117
3468,张玉珍,清,116
3469,张慎仪,清,116
3470,高士奇,清,115
3471,张令仪,清,115
3472,左锡嘉,清,115
3473,苏曼殊,清,115
3474,薛昂若,清,114
3475,李长霞,清,113
3476,沈光文,清,113
3477,端木埰,清,113
3478,殷葆诚,清,112
3479,李宣龚,清,112
3480,张尔田,清,112
3481,叶绍本,清,111
3482,缪徵甲,清,110
3483,戴延介,清,110
3484,宋湘,清,109
3485,赵庆熹,清,109
3486,缪烜,清,109
3487,李佩金,清,105
3488,华蘅芳,清,105
3489,王闿运,清,105
3490,孙云凤,清,104
3491,许禧身,清,104
3492,刘天谊,清,104
3493,金应澍,清,103
3494,那逊兰保,清,103
3495,缪祐孙,清,102
3496,周凯,清,102
3497,查慎行,清,101
3498,陶德勋,清,101
3499,刘家谋,清,101
3500,徐灿,清,100
3501,庄盘珠,清,99
3502,刘琬怀,清,99
3503,严金清,清,98
3504,郑元昭,清,98
3505,吴保初,清,95
3506,宋荦,清,94
3507,沈皞日,清,94
3508,吴重憙,清,94
3509,张祥河,清,93
3510,周星誉,清,93
3511,吴尚憙,清,93
3512,陈祖绶,清,93
3513,曹雪芹,清,92
3514,姚瑩,清,90
3515,宋育仁,清,90
3516,陈锐,清,88
3517,杨宾,清,87
3518,杨葆光,清,87
3519,黄钧宰,清,87
3520,顾印愚,清,85
3521,沈岸登,清,85
3522,胡承珙,清,85
3523,杜文澜,清,85
3524,王润生,清,85
3525,俞庆曾,清,84
3526,叶璧华,清,84
3527,苏穆,清,82
3528,杨芸,清,81
3529,袁枚,清,80
3530,许德蘋,清,80
3531,洪锡爵,清,79
3532,卓肇昌,清,79
3533,邹韬,清,79
3534,王采薇,清,78
3535,左锡璇,清,78
3536,梁成楠,清,78
3537,洪炳文,清,78
3538,胡薇元,清,78
3539,吴绡,清,77
3540,张廷寿,清,76
3541,巨赞,清,76
3542,陈衍,清,73
3543,郭曾炘,清,71
3544,邓瑜,清,71
3545,佟世南,清,70
3546,李岳瑞,清,70
3547,曹慎仪,清,68
3548,缪重熙,清,68
3549,夏子麟,清,68
3550,郑燮,清,67
3551,王又旦,清,67
3552,顾翎,清,67
3553,金科豫,清,67
3554,周祖同,清,67
3555,赵翼,清,65
3556,关锳,清,65
3557,李鸿章,清,64
3558,六十七,清,64
3559,陈维英,清,64
3560,李邺嗣,清,63
3561,裴维安,清,62
3562,钱曾,清,61
3563,黄景仁,清,61
3564,张玉纶,清,61
3565,曹俊,清,61
3566,顾炎武,清,60
3567,宗婉,清,60
3568,汪琬,清,59
3569,恽格,清,59
3570,陈瑚,清,59
3571,沈善宝,清,59
3572,李含章,清,58
3573,夏之芳,清,58
3574,缪焕章,清,57
3575,陈毓瑞,清,57
3576,徐树铮,清,57
3577,李因笃,清,56
3578,姚范,清,56
3579,阮恩滦,清,56
3580,江瑛,清,56
3581,魏元戴,清,55
3582,沈德潜,清,54
3583,姚鼐,清,54
3584,谢金銮,清,54
3585,徐庭翼,清,54
3586,黄任,清,53
3587,郁永河,清,53
3588,成多禄,清,53
3589,慕昌溎,清,53
3590,张珊英,清,53
3591,陈熙治,清,53
3592,赵清瑞,清,53
3593,钱蘅生,清,53
3594,杨浚,清,52
3595,王存,清,52
3596,杭世骏,清,52
3597,孙荪意,清,52
3598,张印,清,52
3599,严永华,清,52
3600,钱斐仲,清,52
3601,杨浣芬,清,52
3602,黄摩西,清,52
3603,张惠言,清,51
3604,庄德芬,清,51
3605,翁瑞恩,清,51
3606,孙云鹤,清,50
3607,陈辉,清,49
3608,吕采芝,清,49
3609,陆蓉佩,清,49
3610,王家枚,清,49
3611,严既澄,清,49
3612,钱载,清,48
3613,李稷勋,清,48
3614,王芑孙,清,48
3615,吴茝,清,48
3616,曾彦,清,48
3617,赵芬,清,48
3618,翁方刚,清,47
3619,法式善,清,47
3620,朱中楣,清,47
3621,钱孟钿,清,47
3622,吴性诚,清,47
3623,金锷,清,47
3624,陈寅恪,清,47
3625,吴嘉纪,清,46
3626,邢昉,清,46
3627,张祥龄,清,46
3628,钱陆灿,清,46
3629,梁启勋,清,46
3630,赵执信,清,45
3631,黄宗羲,清,45
3632,姚浚昌,清,45
3633,金和,清,45
3634,葛宜,清,45
3635,范贞仪,清,45
3636,王贞仪,清,45
3637,沈榛,清,45
3638,吴希鄂,清,45
3639,李?媖,清,44
3640,屈蕙纕,清,44
3641,蔡见先,清,44
3642,蒋葆元,清,44
3643,吴曾徯,清,44
3644,孙思敬,清,44
3645,吴山,清,43
3646,谭嗣同,清,43
3647,田雯,清,43
3648,吴振棫,清,43
3649,施补华,清,43
3650,梁德绳,清,43
3651,归懋仪,清,43
3652,王倩,清,43
3653,郑兰孙,清,42
3654,成书,清,42
3655,周寿昌,清,42
3656,张佩纶,清,42
3657,缪思勃,清,42
3658,秦廷璧,清,42
3659,李銮宣,清,41
3660,张友书,清,41
3661,陆茜,清,41
3662,黄琬璚,清,41
3663,王家枢,清,41
3664,朱筠,清,40
3665,杨思圣,清,40
3666,魏源,清,40
3667,叶方霭,清,40
3668,多敏,清,40
3669,元璟,清,40
3670,萧恒贞,清,40
3671,陶淑,清,40
3672,朱煌,清,40
3673,刘慎荣,清,40
3674,冯幵,清,40
3675,何震彝,清,39
3676,沈纕,清,39
3677,曹景芝,清,39
3678,王尔烈,清,39
3679,聂树楷,清,39
3680,徐骘民,清,39
3681,冯班,清,38
3682,潘耒,清,38
3683,张绉英,清,38
3684,黄叔璥,清,38
3685,王恩浩,清,38
3686,陆汝猷,清,38
3687,王泰偕,清,38
3688,苏镜潭,清,38
3689,韩氏,清,37
3690,秦松龄,清,37
3691,朱圭,清,37
3692,高心夔,清,37
3693,萧雄,清,37
3694,缪珠荪,清,37
3695,舒位,清,36
3696,钱仪吉,清,36
3697,夏伊兰,清,36
3698,吴子光,清,36
3699,吴雯,清,35
3700,席佩兰,清,35
3701,雷钟德,清,35
3702,徐大镛,清,35
3703,孙鼎臣,清,35
3704,沈鹊应,清,35
3705,蔡国琳,清,35
3706,觉罗四明,清,35
3707,于右任,清,35
3708,方文,清,34
3709,胡延,清,34
3710,黎简,清,34
3711,殷秉玑,清,34
3712,胡健,清,34
3713,许咏仁,清,34
3714,顾景星,清,33
3715,过春山,清,33
3716,何绍基,清,33
3717,赵怀玉,清,33
3718,陈锡金,清,33
3719,施钰,清,33
3720,黄金石,清,33
3721,王昶,清,32
3722,申涵光,清,32
3723,邵长蘅,清,32
3724,吕履恒,清,32
3725,王拯,清,32
3726,周映清,清,32
3727,杨继端,清,32
3728,陆珊,清,32
3729,查元鼎,清,32
3730,吴廷华,清,32
3731,刘嗣绾,清,32
3732,陈毅,清,31
3733,福临,清,31
3734,永瑆,清,31
3735,陈廷敬,清,31
3736,唐赞衮,清,31
3737,鲍之芬,清,31
3738,许诵珠,清,31
3739,郑登瀛,清,31
3740,袁世凯,清,31
